STT;Ma nganh;SBD;NV;Xep hang;Khoi xet tuyen;Diem uu tien;Diem uu tien quy doi;Diem KK;Tong diem
1075;D220201;YTB015102;3;115;D1;1;1,33;0;31,08
1076;D220201;SPH016821;3;118;D1;0;0;0;31
1077;D220201;THV001205;1;118;D1;1,5;2;0;31
1078;D220201;HHA006225;2;120;D1;0,5;0,67;0;30,92
1079;D220201;HVN011219;4;120;D1;0,5;0,67;0;30,92
1080;D220201;THP006059;1;120;D1;0,5;0,67;0;30,92
1081;D220201;BKA004285;1;123;D1;1;1,33;0;30,83
1082;D220201;BKA006362;2;123;D1;1;1,33;0;30,83
1083;D220201;BKA007041;1;123;D1;1;1,33;0;30,83
1084;D220201;TDV008908;2;123;D1;1;1,33;0;30,83
1085;D220201;TDV019815;2;123;D1;1;1,33;0;30,83
1086;D220201;TLA003863;2;123;D1;1;1,33;0;30,83
1087;D220201;HVN012117;3;129;D1;0;0;0;30,75
1088;D220201;SPH016732;3;129;D1;0;0;0;30,75
1089;D220201;TLA014347;2;129;D1;0;0;0;30,75
1090;D220201;TTB007037;1;129;D1;1,5;2;0;30,75
1091;D220201;KQH000111;2;133;D1;0,5;0,67;0;30,67
1092;D220201;TND021462;2;133;D1;3,5;4,67;0;30,67
1093;D220201;YTB005525;1;133;D1;0,5;0,67;0;30,67
1094;D220201;DCN003672;1;136;D1;1;1,33;0;30,58
1095;D220201;HDT018245;1;136;D1;1;1,33;0;30,58
1096;D220201;HHA010802;3;136;D1;1;1,33;0;30,58
1097;D220201;KHA009877;1;136;D1;1;1,33;0;30,58
1098;D220201;SPH002718;3;136;D1;1;1,33;0;30,58
1099;D220201;THP008669;4;136;D1;1;1,33;0;30,58
1100;D220201;TLA014096;4;136;D1;1;1,33;0;30,58
1101;D220201;YTB002243;1;136;D1;1;1,33;0;30,58
1102;D220201;HHA014975;3;144;D1;0;0;0;30,5
1103;D220201;KHA002498;3;144;D1;0;0;0;30,5
1104;D220201;SPH007682;3;144;D1;0;0;0;30,5
1105;D220201;HHA001433;2;147;D1;0,5;0,67;0;30,42
1106;D220201;HHA013128;1;147;D1;0,5;0,67;0;30,42
1107;D220201;TND011821;2;147;D1;3,5;4,67;0;30,42
1108;D220201;HDT003652;1;150;D1;1;1,33;0;30,33
1109;D220201;HDT006627;1;150;D1;1;1,33;0;30,33
1110;D220201;HDT025529;1;150;D1;1;1,33;0;30,33
1111;D220201;SPH010707;3;150;D1;1;1,33;0;30,33
1112;D220201;YTB000652;1;150;D1;1;1,33;0;30,33
1113;D220201;YTB019259;3;150;D1;1;1,33;0;30,33
1114;D220201;SPH000703;1;156;D1;0;0;0;30,25
1115;D220201;TLA012518;1;156;D1;0;0;0;30,25
1116;D220201;TQU005459;2;156;D1;1,5;2;0;30,25
1117;D220201;DCN013284;1;159;D1;0,5;0,67;0;30,17
1118;D220201;HDT016198;2;159;D1;0,5;0,67;0;30,17
1119;D220201;THV013876;1;161;D1;1;1,33;0;30,08
1120;D220201;HDT001240;3;162;D1;1,5;2;0;30
1121;D220201;KHA001440;1;162;D1;0;0;0;30
1122;D220201;THV008771;1;162;D1;1,5;2;0;30
1123;D220201;BKA002355;3;165;D1;0;0;0;29,75
1124;D220201;HHA012491;2;165;D1;0;0;0;29,75
1125;D220201;KHA004370;4;165;D1;0;0;0;29,75
1126;D220201;SPH004824;2;165;D1;0;0;0;29,75
1127;D220201;SPH014156;3;165;D1;0;0;0;29,75
1128;D220201;TLA010932;1;165;D1;0;0;0;29,75
1129;D220201;TND015837;1;171;D1;3,5;4,67;0;29,67
1130;D220201;HHA012305;3;172;D1;1;1,33;0;29,58
1131;D220201;TDV011880;1;172;D1;1;1,33;0;29,58
1132;D220201;KHA004356;1;174;D1;0;0;0;29,5
1133;D220201;HDT026780;2;175;D1;0,5;0,67;0;29,42
1134;D220201;THV013011;2;175;D1;0,5;0,67;0;29,42
1135;D220201;HVN007167;4;177;D1;1;1,33;0;29,33
1136;D220201;BKA007846;1;178;D1;0;0;0;29,25
1137;D220201;SPH016787;4;178;D1;0;0;0;29,25
1138;D220201;TLA009845;2;178;D1;0;0;0;29,25
1139;D220201;TLA009914;2;178;D1;0;0;0;29,25
1140;D220201;HHA004451;1;182;D1;0,5;0,67;0;29,17
1141;D220201;BKA006379;1;183;D1;1;1,33;0;29,08
1142;D220201;TDV015473;3;183;D1;1;1,33;0;29,08
1143;D220201;BKA000341;4;185;D1;0;0;0;29
1144;D220201;SPH000298;4;185;D1;0;0;0;29
1145;D220201;THV007481;1;185;D1;1,5;2;0;29
1146;D220201;YTB011905;1;188;D1;1;1,33;0;28,83
1147;D220201;THP003533;1;189;D1;0,5;0,67;0;28,42
1148;D220201;KHA004431;4;190;D1;0;0;0;28,25
1149;D220201;BKA000997;4;191;D1;1;1,33;0;28,08
1150;D220201;KQH005674;4;191;D1;1;1,33;0;28,08
1151;D220201;BKA001652;4;193;D1;0;0;0;28
1152;D220201;TND015981;1;194;D1;1;1,33;0;27,83
1153;D220201;TQU005373;3;195;D1;1,5;2;0;27,75
1154;D220201;LNH008485;2;196;D1;0,5;0,67;0;27,67
1155;D220201;KHA002472;1;197;D1;0;0;0;27,25
1156;D220201;DCN004516;4;198;D1;1;1,33;0;26,08
1157;D220201;SPH004608;1;199;D1;0;0;0;25,75
1158;D220201;HVN008107;2;200;D1;0,5;0,67;0;25,42
1159;D220201;THV006387;2;201;D1;1,5;2;0;24,5
1160;D310101;TTB001600;2;1;A;1,5;1,5;0;28,75
1161;D310101;TDV016692;2;2;B;0,5;0,5;0;28,5
1162;D310101;HDT016194;2;3;A;1,5;1,5;0;28,25
1163;D310101;SPH007201;4;4;A1;1;1;0;28
1164;D310101;SPH016636;4;4;A;0,5;0,5;2,5;28
1165;D310101;TDV031219;1;4;B;0,5;0,5;0;28
1166;D310101;TND028868;4;4;A;3,5;3,5;0;28
1167;D310101;TND019439;3;8;A1;3,5;3,5;0;27,75
1168;D310101;SPH013758;4;9;A;1;1;0;27,5
1169;D310101;SPH015255;2;10;A1;0;0;0;27,25
1170;D310101;TDV013025;4;10;A;0,5;0,5;0;27,25
1171;D310101;TDV014885;2;10;A;0,5;0,5;0;27,25
1172;D310101;TND007283;1;10;A;3,5;3,5;0;27,25
1173;D310101;TQU001043;4;10;B;1,5;1,5;0,5;27,25
1174;D310101;KQH011634;2;15;A;1;1;0;27
1175;D310101;TDV032515;3;15;D1;0,5;0,5;0;27
1176;D310101;THV003113;3;15;A;3,5;3,5;0;27
1177;D310101;TND018580;3;15;A;0,5;0,5;0;27
1178;D310101;HDT016848;2;19;A1;1;1;0;26,75
1179;D310101;HDT019284;3;19;A;1;1;0;26,75
1180;D310101;HDT021646;1;19;A;3,5;3,5;0;26,75
1181;D310101;HDT029451;3;19;A;1,5;1,5;0;26,75
1182;D310101;SPH013576;3;19;A;0;0;0;26,75
1183;D310101;TDV012776;4;19;A;1;1;0;26,75
1184;D310101;TDV021516;3;19;A;0,5;0,5;0;26,75
1185;D310101;THP003521;2;19;A;0,5;0,5;0;26,75
1186;D310101;THV001448;4;19;A;1,5;1,5;0;26,75
1187;D310101;YTB019153;3;19;A;1;1;0;26,75
1188;D310101;HDT002955;3;29;A;1;1;0;26,5
1189;D310101;HDT006634;2;29;A;1;1;0;26,5
1190;D310101;SPH012699;4;29;A;0;0;0;26,5
1191;D310101;TDV009780;4;29;A;0,5;0,5;0;26,5
1192;D310101;TDV030244;3;29;A;1,5;1,5;0;26,5
1193;D310101;TDV036611;3;29;A;1,5;1,5;0;26,5
1194;D310101;THV000557;1;29;A;1,5;1,5;0;26,5
1195;D310101;THV000581;3;29;A1;0,5;0,5;0;26,5
1196;D310101;TLA004671;3;29;A;0,5;0,5;0;26,5
1197;D310101;TND000565;3;29;A;0,5;0,5;0;26,5
1198;D310101;TND004572;2;29;A;1,5;1,5;0;26,5
1199;D310101;TND011857;2;29;D1;1,5;1,5;0;26,5
1200;D310101;TND029223;4;29;A;3,5;3,5;0;26,5
1201;D310101;YTB013852;2;29;A;1;1;0;26,5
1202;D310101;YTB013870;2;29;A;1;1;0;26,5
1203;D310101;YTB020897;4;29;A;1;1;0;26,5
1204;D310101;YTB025698;3;29;A;1;1;0;26,5
1205;D310101;BKA008807;4;46;A;1;1;0;26,25
1206;D310101;HDT013647;4;46;D1;2;2;0;26,25
1207;D310101;HDT023178;1;46;A;1;1;0;26,25
1208;D310101;HHA005293;2;46;A;1;1;0;26,25
1209;D310101;HHA008063;2;46;A1;0;0;0;26,25
1210;D310101;HVN003215;4;46;A;0,5;0,5;0;26,25
1211;D310101;HVN003771;3;46;A;1;1;0;26,25
1212;D310101;HVN007526;1;46;A;1;1;0;26,25
1213;D310101;HVN008256;4;46;A;1;1;0;26,25
1214;D310101;KHA010075;2;46;A;0,5;0,5;0;26,25
1215;D310101;SPH000005;3;46;D1;1;1;0;26,25
1216;D310101;SPH015935;3;46;A;0,5;0,5;0;26,25
1217;D310101;TDV026781;1;46;A;1;1;0;26,25
1218;D310101;TDV033257;3;46;A;1;1;0;26,25
1219;D310101;THP014251;3;46;A1;1;1;0;26,25
1220;D310101;THP014278;1;46;A;0,5;0,5;0;26,25
1221;D310101;THP015521;3;46;A;1;1;0;26,25
1222;D310101;THV002056;4;46;A;3,5;3,5;0;26,25
1223;D310101;TQU001081;4;46;A;3,5;3,5;0;26,25
1224;D310101;YTB002189;3;46;A;0,5;0,5;0;26,25
1225;D310101;YTB006947;3;46;A;1;1;0;26,25
1226;D310101;YTB009287;1;46;A;1;1;0;26,25
1227;D310101;BKA004138;3;68;A;1;1;0;26
1228;D310101;HDT008613;3;68;D1;0,5;0,5;0;26
1229;D310101;HDT012013;2;68;A;3,5;3,5;0;26
1230;D310101;HDT012196;2;68;A;1;1;0;26
1231;D310101;HDT017662;4;68;A;1;1;0;26
1232;D310101;HDT017894;4;68;A;1;1;0;26
1233;D310101;HDT019030;4;68;A;1,5;1,5;0;26
1234;D310101;HDT025639;2;68;A;1,5;1,5;0;26
1235;D310101;HDT028767;2;68;A;1,5;1,5;0;26
1236;D310101;HHA007489;4;68;A;1;1;0;26
1237;D310101;HHA007706;2;68;A;1,5;1,5;0;26
1238;D310101;HVN002898;2;68;A;0;0;0;26
1239;D310101;HVN010676;2;68;A;1;1;0;26
1240;D310101;KHA003845;2;68;A;3,5;3,5;0;26
1241;D310101;KHA010677;2;68;A;0,5;0,5;0;26
1242;D310101;KHA010991;3;68;A;0,5;0,5;0;26
1243;D310101;LNH001145;3;68;A;0,5;0,5;0;26
1244;D310101;TDV005457;3;68;A;1;1;0;26
1245;D310101;TDV006278;2;68;A;1;1;0;26
1246;D310101;THP016667;3;68;D1;0,5;0,5;0;26
1247;D310101;THV005770;2;68;D1;0,5;0,5;0;26
1248;D310101;THV006377;4;68;A;1,5;1,5;0;26
1249;D310101;THV010527;3;68;A1;1,5;1,5;0;26
1250;D310101;TLA000236;2;68;A;0;0;0;26
1251;D310101;TLA004192;4;68;A;0,5;0,5;0;26
1252;D310101;YTB006459;3;68;A;1;1;0;26
1253;D310101;BKA013298;1;94;A;1;1;0;25,75
1254;D310101;DCN010551;1;94;A;1;1;0;25,75
1255;D310101;HDT012756;3;94;A1;0,5;0,5;0;25,75
1256;D310101;HDT022180;4;94;A1;1;1;0;25,75
1257;D310101;HDT026973;4;94;A;1,5;1,5;0;25,75
1258;D310101;HHA000318;3;94;A;0;0;0;25,75
1259;D310101;HHA005602;3;94;A;0,5;0,5;0;25,75
1260;D310101;HHA010282;3;94;A;0;0;0;25,75
1261;D310101;HHA012054;4;94;A;0,5;0,5;0;25,75
1262;D310101;HVN002735;4;94;A;1;1;0;25,75
1263;D310101;HVN011198;2;94;A;0,5;0,5;0;25,75
1264;D310101;KHA001067;2;94;A;0,5;0,5;0;25,75
1265;D310101;KHA001947;3;94;A;0,5;0,5;0;25,75
1266;D310101;KHA004367;3;94;A1;0,5;0,5;0;25,75
1267;D310101;KHA011778;3;94;A;1;1;0;25,75
1268;D310101;KQH000259;4;94;A;1;1;0;25,75
1269;D310101;KQH004256;2;94;A1;0,5;0,5;0;25,75
1270;D310101;KQH008711;1;94;A;0,5;0,5;0;25,75
1271;D310101;KQH009218;1;94;A;1;1;0;25,75
1272;D310101;LNH000828;1;94;D1;3,5;3,5;0;25,75
1273;D310101;SPH001863;2;94;A;1;1;0;25,75
1274;D310101;SPH007608;2;94;A1;0;0;0;25,75
1275;D310101;SPH011695;3;94;A;0,5;0,5;0;25,75
1276;D310101;SPH015657;3;94;A;0,5;0,5;0;25,75
1277;D310101;TDV005834;3;94;A;0,5;0,5;0;25,75
1278;D310101;TDV005950;2;94;A;0,5;0,5;0;25,75
1279;D310101;TDV007707;1;94;A;1;1;0;25,75
1280;D310101;TDV008385;3;94;A;1;1;0;25,75
1281;D310101;TDV008681;4;94;A;1;1;0;25,75
1282;D310101;TDV013661;1;94;A;1;1;0;25,75
1283;D310101;THP009459;2;94;A;1;1;0;25,75
1284;D310101;THP015082;4;94;A;1,5;1,5;0;25,75
1285;D310101;THP015250;2;94;A;1;1;0;25,75
1286;D310101;TLA002509;1;94;A;0,5;0,5;0;25,75
1287;D310101;TLA002786;2;94;A;0,5;0,5;0;25,75
1288;D310101;TLA007708;3;94;A;0;0;0;25,75
1289;D310101;TLA013866;3;94;A;0;0;0;25,75
1290;D310101;TND007573;1;94;A;3,5;3,5;0;25,75
1291;D310101;TND008048;4;94;A;1,5;1,5;0;25,75
1292;D310101;TND016337;3;94;A;1,5;1,5;0;25,75
1293;D310101;TND022995;4;94;A;0,5;0,5;0;25,75
1294;D310101;YTB002193;2;94;A;0,5;0,5;0;25,75
1295;D310101;YTB005324;2;94;A;0,5;0,5;0;25,75
1296;D310101;YTB014449;2;94;A1;1;1;0;25,75
1297;D310101;BKA002228;2;138;A;0,5;0,5;0;25,5
1298;D310101;BKA009315;2;138;A;0,5;0,5;0;25,5
1299;D310101;DCN005187;4;138;A;3,5;3,5;0;25,5
1300;D310101;DCN011054;1;138;A;1;1;0;25,5
1301;D310101;HDT004116;3;138;A;1;1;0;25,5
1302;D310101;HDT006444;2;138;A;1;1;0;25,5
1303;D310101;HDT007825;2;138;D1;0,5;0,5;1,5;25,5
1304;D310101;HDT013010;2;138;A1;1;1;0;25,5
1305;D310101;HDT014213;2;138;A;0,5;0,5;0;25,5
1306;D310101;HDT017166;3;138;A1;1,5;1,5;0;25,5
1307;D310101;HDT022659;4;138;A;1;1;0;25,5
1308;D310101;HDT023488;3;138;A;1;1;0;25,5
1309;D310101;HDT026421;3;138;A;1;1;0;25,5
1310;D310101;HHA005838;2;138;A;1;1;0;25,5
1311;D310101;HHA006244;1;138;A;3,5;3,5;0;25,5
1312;D310101;HVN002881;1;138;A;0;0;2,5;25,5
1313;D310101;HVN005960;4;138;A;1;1;0;25,5
1314;D310101;HVN008835;4;138;A;1;1;0;25,5
1315;D310101;KHA008502;4;138;A;0,5;0,5;0;25,5
1316;D310101;KQH003311;4;138;A;3,5;3,5;0;25,5
1317;D310101;KQH006153;3;138;A;1;1;0;25,5
1318;D310101;KQH006934;2;138;A;0,5;0,5;0;25,5
1319;D310101;KQH016471;4;138;A;1;1;0;25,5
1320;D310101;LNH003498;3;138;A;1,5;1,5;0;25,5
1321;D310101;LNH004984;4;138;A;0,5;0,5;0;25,5
1322;D310101;SPH000101;3;138;A1;0;0;0;25,5
1323;D310101;SPH000842;3;138;A1;0;0;0;25,5
1324;D310101;SPH003197;3;138;A;0,5;0,5;0;25,5
1325;D310101;SPH008331;2;138;A;1,5;1,5;0;25,5
1326;D310101;SPH010859;3;138;A;0,5;0,5;0;25,5
1327;D310101;SPH013972;4;138;A;1,5;1,5;0;25,5
1328;D310101;SPH014823;2;138;A;0,5;0,5;0;25,5
1329;D310101;TDV013670;3;138;A;0,5;0,5;0;25,5
1330;D310101;TDV022484;3;138;A;2;2;0;25,5
1331;D310101;TDV032014;3;138;A;1;1;0;25,5
1332;D310101;TDV035358;1;138;A;1,5;1,5;0;25,5
1333;D310101;THP002188;2;138;A;1;1;0;25,5
1334;D310101;THP002704;3;138;A1;0,5;0,5;0;25,5
1335;D310101;THP006602;3;138;A;0,5;0,5;0;25,5
1336;D310101;THP007778;4;138;A;1;1;0;25,5
1337;D310101;THP009703;3;138;A;1;1;0;25,5
1338;D310101;THP010869;4;138;A;1,5;1,5;0;25,5
1339;D310101;THV001141;2;138;D1;0,5;0,5;0;25,5
1340;D310101;THV001658;1;138;A;3,5;3,5;0;25,5
1341;D310101;THV004090;2;138;D1;1,5;1,5;0;25,5
1342;D310101;THV005641;2;138;A;1,5;1,5;0;25,5
1343;D310101;THV011849;3;138;A;2,5;2,5;0;25,5
1344;D310101;THV015163;3;138;A;1,5;1,5;0;25,5
1345;D310101;THV015423;1;138;A;3,5;3,5;0;25,5
1346;D310101;TLA003453;1;138;A;1;1;0;25,5
1347;D310101;TLA009967;2;138;A;0,5;0,5;0;25,5
1348;D310101;TND001626;3;138;A;3,5;3,5;0;25,5
1349;D310101;TND012817;2;138;A;3,5;3,5;0;25,5
1350;D310101;TND024966;2;138;A;3,5;3,5;0;25,5
1351;D310101;TQU002592;4;138;A;3,5;3,5;0;25,5
1352;D310101;YTB000052;2;138;A;1;1;0;25,5
1353;D310101;YTB004169;3;138;A;1;1;0;25,5
1354;D310101;YTB007258;4;138;A;1;1;0;25,5
1355;D310101;YTB021398;3;138;A;1;1;0;25,5
1356;D310101;YTB021931;3;138;A;1;1;0;25,5
1357;D310101;YTB023067;2;138;A;1;1;0;25,5
1358;D310101;YTB023346;4;138;A;1;1;0;25,5
1359;D310101;YTB023983;3;138;A;1;1;0;25,5
1360;D310101;BKA005915;3;201;A;1;1;0;25,25
1361;D310101;BKA009713;3;201;A;1;1;0;25,25
1362;D310101;BKA011773;3;201;A;0,5;0,5;0;25,25
1363;D310101;BKA013815;2;201;A;0,5;0,5;0;25,25
1364;D310101;DCN002225;3;201;D1;2,5;2,5;0;25,25
1365;D310101;DCN004924;2;201;D1;3,5;3,5;0;25,25
1366;D310101;DCN008324;3;201;B;0,5;0,5;0;25,25
1367;D310101;HDT007021;2;201;A;1;1;0;25,25
1368;D310101;HDT013120;2;201;A;1;1;0;25,25
1369;D310101;HDT013471;1;201;A;1,5;1,5;0;25,25
1370;D310101;HDT023236;4;201;B;0,5;0,5;0;25,25
1371;D310101;HDT024518;1;201;A;0,5;0,5;0;25,25
1372;D310101;HDT025156;3;201;A;1,5;1,5;0;25,25
1373;D310101;HDT027280;4;201;A;1;1;0;25,25
1374;D310101;HDT030428;3;201;A;1;1;0;25,25
1375;D310101;HHA000686;3;201;A;0;0;0;25,25
1376;D310101;HHA013955;3;201;A;1;1;0;25,25
1377;D310101;HHA016426;3;201;A;0,5;0,5;0;25,25
1378;D310101;HVN000828;3;201;A;1;1;0;25,25
1379;D310101;HVN005071;4;201;A;1;1;0;25,25
1380;D310101;HVN010447;4;201;A;1;1;0;25,25
1381;D310101;KHA006907;3;201;A;0;0;0;25,25
1382;D310101;KQH004664;1;201;A;1;1;0;25,25
1383;D310101;KQH010458;4;201;A;0,5;0,5;0;25,25
1384;D310101;KQH011613;2;201;A;0,5;0,5;0;25,25
1385;D310101;KQH016093;3;201;A;1;1;0;25,25
1386;D310101;LNH004549;3;201;A;3,5;3,5;0;25,25
1387;D310101;LNH005988;2;201;A;0,5;0,5;0;25,25
1388;D310101;LNH008956;4;201;A;0,5;0,5;0;25,25
1389;D310101;SPH002771;2;201;A;0,5;0,5;0;25,25
1390;D310101;SPH005867;3;201;A;1,5;1,5;0;25,25
1391;D310101;SPH005974;2;201;A1;1,5;1,5;0;25,25
1392;D310101;SPH005988;2;201;A;1,5;1,5;0;25,25
1393;D310101;SPH006688;3;201;A;0,5;0,5;0;25,25
1394;D310101;SPH015370;4;201;A;1;1;0;25,25
1395;D310101;TDV001663;2;201;A;1;1;0;25,25
1396;D310101;TDV003004;4;201;A;0,5;0,5;0;25,25
1397;D310101;TDV012829;3;201;A;1;1;0;25,25
1398;D310101;TDV012974;4;201;A;0,5;0,5;0;25,25
1399;D310101;TDV032488;3;201;A;1;1;0;25,25
1400;D310101;THP001190;3;201;A;1;1;0;25,25
1401;D310101;THP010940;4;201;A;1;1;0;25,25
1402;D310101;THP013038;4;201;A;1;1;0;25,25
1403;D310101;THV000589;3;201;A;0,5;0,5;0;25,25
1404;D310101;THV002135;3;201;A;1,5;1,5;0;25,25
1405;D310101;THV010373;2;201;A;0,5;0,5;0;25,25
1406;D310101;THV013523;1;201;A;1,5;1,5;0;25,25
1407;D310101;TLA014284;4;201;A;1;1;0;25,25
1408;D310101;TND006871;2;201;A1;3,5;3,5;0;25,25
1409;D310101;TND008395;4;201;A;1,5;1,5;0;25,25
1410;D310101;TND012225;2;201;A;3,5;3,5;0;25,25
1411;D310101;TND013976;3;201;A;3,5;3,5;0;25,25
1412;D310101;TND014433;3;201;A;1,5;1,5;0;25,25
1413;D310101;TND026570;1;201;A;1,5;1,5;0;25,25
1414;D310101;TQU000233;4;201;A;1,5;1,5;0;25,25
1415;D310101;TTB005041;1;201;A1;1,5;1,5;0;25,25
1416;D310101;YTB009979;2;201;A;1;1;0;25,25
1417;D310101;YTB016206;1;201;B;1;1;0;25,25
1418;D310101;YTB022446;2;201;A;1;1;0;25,25
1419;D310101;YTB022800;4;201;A;1;1;0;25,25
1420;D310101;YTB024056;4;201;A;0,5;0,5;0;25,25
1421;D310101;BKA000596;2;262;A;1;1;0;25
1422;D310101;BKA000976;4;262;A;1;1;0;25
1423;D310101;BKA001062;4;262;B;0,5;0,5;0;25
1424;D310101;BKA002296;1;262;A;1;1;0;25
1425;D310101;BKA003765;3;262;A;1;1;0;25
1426;D310101;BKA006149;4;262;D1;0,5;0,5;0;25
1427;D310101;BKA006572;3;262;A;1;1;0;25
1428;D310101;BKA006733;1;262;A;1;1;0;25
1429;D310101;DCN004202;4;262;A;0,5;0,5;0;25
1430;D310101;DCN007973;3;262;A;1;1;0;25
1431;D310101;DCN010331;4;262;A;1;1;0;25
1432;D310101;HDT000610;4;262;A;1;1;0;25
1433;D310101;HDT002721;2;262;A;1;1;0;25
1434;D310101;HDT004119;2;262;A;1;1;0;25
1435;D310101;HDT009229;4;262;A;1;1;0;25
1436;D310101;HDT010475;4;262;A;1;1;0;25
1437;D310101;HDT010606;3;262;A;1;1;0;25
1438;D310101;HDT016202;4;262;A;1,5;1,5;0;25
1439;D310101;HDT016400;3;262;A;1,5;1,5;0;25
1440;D310101;HDT017598;2;262;A;3,5;3,5;0;25
1441;D310101;HDT025424;3;262;A;0,5;0,5;0;25
1442;D310101;HDT028511;1;262;A;1;1;0;25
1443;D310101;HHA010165;1;262;A;0,5;0,5;0;25
1444;D310101;HHA011953;2;262;A;2,5;2,5;0;25
1445;D310101;HHA012513;2;262;A1;1,5;1,5;0;25
1446;D310101;HHA014629;2;262;A;0,5;0,5;0;25
1447;D310101;HHA016597;4;262;A;0,5;0,5;0;25
1448;D310101;HVN005670;3;262;D1;1;1;0;25
1449;D310101;HVN005871;3;262;A;0,5;0,5;0;25
1450;D310101;HVN008501;3;262;A1;1;1;0;25
1451;D310101;HVN009708;2;262;A;1;1;0;25
1452;D310101;KHA003834;4;262;A;1;1;0;25
1453;D310101;KHA007500;2;262;A;0;0;0;25
1454;D310101;KHA009182;2;262;A;1;1;0;25
1455;D310101;KQH000500;1;262;A1;0,5;0,5;0;25
1456;D310101;KQH000777;3;262;A;1;1;0;25
1457;D310101;KQH001632;3;262;A;0,5;0,5;0;25
1458;D310101;KQH007880;1;262;A;0,5;0,5;0;25
1459;D310101;KQH008346;3;262;A1;0,5;0,5;0;25
1460;D310101;KQH008475;3;262;A;1;1;0;25
1461;D310101;KQH015854;3;262;A;0,5;0,5;0;25
1462;D310101;LNH000387;2;262;D1;3,5;3,5;0;25
1463;D310101;LNH002436;3;262;A;0,5;0,5;0;25
1464;D310101;SPH002984;2;262;A;0,5;0,5;0;25
1465;D310101;SPH004951;3;262;A;0,5;0,5;0;25
1466;D310101;SPH011215;2;262;A;0,5;0,5;0;25
1467;D310101;SPH011471;2;262;A;0;0;0;25
1468;D310101;SPH014457;2;262;A;1;1;0;25
1469;D310101;TDV007401;3;262;A;0,5;0,5;0;25
1470;D310101;TDV014532;4;262;A;1,5;1,5;0;25
1471;D310101;TDV016415;1;262;A;3;3;0;25
1472;D310101;TDV018708;2;262;A;1;1;0;25
1473;D310101;TDV025618;2;262;A;1;1;0;25
1474;D310101;TDV030646;4;262;B;0,5;0,5;0;25
1475;D310101;TDV035318;4;262;A;0,5;0,5;0;25
1476;D310101;TDV035472;3;262;B;2;2;0;25
1477;D310101;THP001321;4;262;A;1;1;0;25
1478;D310101;THP002528;2;262;A;0,5;0,5;0;25
1479;D310101;THP006465;3;262;A;0,5;0,5;0;25
1480;D310101;THP006946;3;262;A;0,5;0,5;0;25
1481;D310101;THP009267;1;262;A;1;1;0;25
1482;D310101;THP013012;3;262;A;1;1;0;25
1483;D310101;THP015405;4;262;A;0,5;0,5;0;25
1484;D310101;THV002552;4;262;A1;1,5;1,5;0;25
1485;D310101;THV002564;3;262;B;1,5;1,5;0;25
1486;D310101;THV008869;2;262;A;1,5;1,5;0;25
1487;D310101;THV010116;2;262;A;1,5;1,5;0;25
1488;D310101;THV011926;4;262;B;1,5;1,5;0;25
1489;D310101;THV012318;1;262;D1;1,5;1,5;0;25
1490;D310101;TLA008803;3;262;A;1;1;0;25
1491;D310101;TND011767;1;262;A;3,5;3,5;0;25
1492;D310101;TND016603;1;262;A;1,5;1,5;0;25
1493;D310101;TND018581;1;262;A;1,5;1,5;0;25
1494;D310101;TND020917;4;262;A;3,5;3,5;0;25
1495;D310101;TND023615;4;262;A;1,5;1,5;0;25
1496;D310101;TQU000148;4;262;A;1,5;1,5;0;25
1497;D310101;TQU000446;3;262;A;1,5;1,5;0;25
1498;D310101;TQU003220;3;262;D1;1,5;1,5;0;25
1499;D310101;YTB000837;2;262;A;1;1;0;25
1500;D310101;YTB000893;1;262;A;1;1;0;25
1501;D310101;YTB005490;4;262;A;1;1;0;25
1502;D310101;YTB008484;2;262;A;1;1;0;25
1503;D310101;YTB009130;3;262;A;1;1;0;25
1504;D310101;YTB009958;3;262;A;1;1;0;25
1505;D310101;YTB012275;3;262;A;1;1;0;25
1506;D310101;YTB012838;3;262;A;1;1;0;25
1507;D310101;YTB014930;2;262;A;1;1;0;25
1508;D310101;YTB021706;3;262;B;0,5;0,5;0;25
1509;D310101;YTB022165;3;262;A;0,5;0,5;0;25
1510;D310101;BKA001111;2;351;A;1;1;0;24,75
1511;D310101;BKA004221;1;351;A;1;1;0;24,75
1512;D310101;BKA006551;2;351;A;1;1;0;24,75
1513;D310101;BKA007775;3;351;A;1;1;0;24,75
1514;D310101;BKA008413;2;351;B;0,5;0,5;0;24,75
1515;D310101;BKA012444;4;351;A;1;1;0;24,75
1516;D310101;BKA013218;2;351;A;1;1;0;24,75
1517;D310101;HDT004922;2;351;B;1;1;0;24,75
1518;D310101;HDT008162;4;351;A;2;2;0;24,75
1519;D310101;HDT012331;1;351;A;1;1;0;24,75
1520;D310101;HDT012617;4;351;A;1,5;1,5;0;24,75
1521;D310101;HDT015954;4;351;A;0,5;0,5;0;24,75
1522;D310101;HDT017883;4;351;A;1,5;1,5;0;24,75
1523;D310101;HDT021391;4;351;A;1;1;0;24,75
1524;D310101;HDT023319;2;351;A;1,5;1,5;0;24,75
1525;D310101;HDT027943;3;351;A;1;1;0;24,75
1526;D310101;HDT028352;2;351;A;1,5;1,5;0;24,75
1527;D310101;HHA000293;4;351;A;0,5;0,5;0;24,75
1528;D310101;HHA000348;4;351;A1;0,5;0,5;0;24,75
1529;D310101;HHA000601;3;351;A;0;0;0;24,75
