STT;Ma nganh;SBD;NV;Xep hang;Khoi xet tuyen;Diem uu tien;Diem uu tien quy doi;Diem KK;Tong diem
3141;D340101;SPH009109;3;92;A;1;1;0;25,75
3142;D340101;SPH015657;2;92;A;0,5;0,5;0;25,75
3143;D340101;TDV005834;2;92;A;0,5;0,5;0;25,75
3144;D340101;TDV008385;2;92;A;1;1;0;25,75
3145;D340101;TDV008681;3;92;A;1;1;0;25,75
3146;D340101;TDV028345;3;92;D1;0,5;0,5;0;25,75
3147;D340101;THP005915;1;92;A;1;1;0;25,75
3148;D340101;THP007132;2;92;A;1;1;0;25,75
3149;D340101;THP015250;4;92;A;1;1;0;25,75
3150;D340101;THV009936;3;92;A;1,5;1,5;0;25,75
3151;D340101;TLA002509;3;92;A;0,5;0,5;0;25,75
3152;D340101;TLA002786;3;92;A;0,5;0,5;0;25,75
3153;D340101;TLA005632;3;92;A;1;1;0;25,75
3154;D340101;TLA007708;2;92;A;0;0;0;25,75
3155;D340101;TLA013866;4;92;A;0;0;0;25,75
3156;D340101;TLA014281;2;92;D1;0,5;0,5;0;25,75
3157;D340101;YTB001888;4;92;A;1;1;0;25,75
3158;D340101;YTB002193;4;92;A;0,5;0,5;0;25,75
3159;D340101;YTB011479;3;92;A;1;1;0;25,75
3160;D340101;YTB014449;3;92;A1;1;1;0;25,75
3161;D340101;YTB015276;2;92;B;1;1;0;25,75
3162;D340101;YTB022596;2;92;A;1;1;0;25,75
3163;D340101;BKA002228;3;137;A;0,5;0,5;0;25,5
3164;D340101;DCN005187;2;137;A;3,5;3,5;0;25,5
3165;D340101;DHU015156;3;137;A;1;1;0;25,5
3166;D340101;HDT006865;3;137;D1;1,5;1,5;0;25,5
3167;D340101;HDT012044;3;137;B;1;1;0;25,5
3168;D340101;HDT013010;3;137;A1;1;1;0;25,5
3169;D340101;HDT014213;4;137;A;0,5;0,5;0;25,5
3170;D340101;HDT017166;2;137;A1;1,5;1,5;0;25,5
3171;D340101;HDT020624;2;137;A;1;1;0;25,5
3172;D340101;HDT022659;3;137;A;1;1;0;25,5
3173;D340101;HDT023488;2;137;A;1;1;0;25,5
3174;D340101;HDT025193;3;137;A;1,5;1,5;0;25,5
3175;D340101;HDT026421;2;137;A;1;1;0;25,5
3176;D340101;HDT027076;1;137;A;1,5;1,5;0;25,5
3177;D340101;HHA000381;3;137;A;1,5;1,5;0;25,5
3178;D340101;HHA005838;3;137;A;1;1;0;25,5
3179;D340101;HHA006244;4;137;A;3,5;3,5;0;25,5
3180;D340101;HVN002624;2;137;D1;1;1;0;25,5
3181;D340101;HVN005960;3;137;A;1;1;0;25,5
3182;D340101;HVN007986;2;137;A;0,5;0,5;0;25,5
3183;D340101;HVN008835;1;137;A;1;1;0;25,5
3184;D340101;KHA000199;2;137;A;0,5;0,5;0;25,5
3185;D340101;KHA008502;2;137;A;0,5;0,5;0;25,5
3186;D340101;KHA011022;2;137;A;0,5;0,5;0;25,5
3187;D340101;KQH003311;3;137;A;3,5;3,5;0;25,5
3188;D340101;KQH006934;1;137;A;0,5;0,5;0;25,5
3189;D340101;LNH003498;1;137;A;1,5;1,5;0;25,5
3190;D340101;LNH004984;3;137;A;0,5;0,5;0;25,5
3191;D340101;SPH008331;1;137;A;1,5;1,5;0;25,5
3192;D340101;SPH009030;2;137;A;0,5;0,5;0;25,5
3193;D340101;SPH013972;1;137;A;1,5;1,5;0;25,5
3194;D340101;SPH014823;3;137;A;0,5;0,5;0;25,5
3195;D340101;TDV013670;4;137;A;0,5;0,5;0;25,5
3196;D340101;TDV023570;3;137;A;0,5;0,5;0;25,5
3197;D340101;TDV032014;4;137;A;1;1;0;25,5
3198;D340101;THP002188;3;137;A;1;1;0;25,5
3199;D340101;THP006602;4;137;A;0,5;0,5;0;25,5
3200;D340101;THP007778;3;137;A;1;1;0;25,5
3201;D340101;THP010869;2;137;A;1,5;1,5;0;25,5
3202;D340101;THP013400;3;137;A;1;1;0;25,5
3203;D340101;THV001141;3;137;D1;0,5;0,5;0;25,5
3204;D340101;THV005641;1;137;A;1,5;1,5;0;25,5
3205;D340101;THV011849;2;137;A;2,5;2,5;0;25,5
3206;D340101;THV015163;2;137;A;1,5;1,5;0;25,5
3207;D340101;TLA003453;2;137;A;1;1;0;25,5
3208;D340101;TND001626;2;137;A;3,5;3,5;0;25,5
3209;D340101;TND006175;2;137;A;3,5;3,5;0;25,5
3210;D340101;TND024750;3;137;D1;1,5;1,5;0;25,5
3211;D340101;TND024966;1;137;A;3,5;3,5;0;25,5
3212;D340101;TQU003239;3;137;A;3,5;3,5;0;25,5
3213;D340101;YTB000978;2;137;D1;1;1;0;25,5
3214;D340101;YTB004169;2;137;A;1;1;0;25,5
3215;D340101;YTB007258;1;137;A;1;1;0;25,5
3216;D340101;YTB021398;2;137;A;1;1;0;25,5
3217;D340101;YTB023067;4;137;A;1;1;0;25,5
3218;D340101;YTB023983;2;137;A;1;1;0;25,5
3219;D340101;BKA009713;1;193;A;1;1;0;25,25
3220;D340101;BKA011773;4;193;A;0,5;0,5;0;25,25
3221;D340101;BKA013815;3;193;A;0,5;0,5;0;25,25
3222;D340101;DCN002225;1;193;D1;2,5;2,5;0;25,25
3223;D340101;DCN004867;3;193;A;3,5;3,5;0;25,25
3224;D340101;DCN004924;1;193;D1;3,5;3,5;0;25,25
3225;D340101;DCN011593;2;193;A;0,5;0,5;0;25,25
3226;D340101;HDT007021;3;193;A;1;1;0;25,25
3227;D340101;HDT013120;4;193;A;1;1;0;25,25
3228;D340101;HDT018648;2;193;A;1;1;0;25,25
3229;D340101;HDT024518;3;193;A;0,5;0,5;0;25,25
3230;D340101;HDT030428;2;193;A;1;1;0;25,25
3231;D340101;HHA000686;2;193;A;0;0;0;25,25
3232;D340101;HHA013955;4;193;A;1;1;0;25,25
3233;D340101;HHA016426;2;193;A;0,5;0,5;0;25,25
3234;D340101;HUI002524;1;193;A;1,5;1,5;0;25,25
3235;D340101;HVN000131;1;193;A;1;1;0;25,25
3236;D340101;HVN004659;1;193;A;1;1;0;25,25
3237;D340101;HVN005071;2;193;A;1;1;0;25,25
3238;D340101;HVN005807;3;193;A;1;1;0;25,25
3239;D340101;HVN010447;2;193;A;1;1;0;25,25
3240;D340101;KHA001124;3;193;A;0,5;0,5;0;25,25
3241;D340101;KHA010325;2;193;A;0,5;0,5;0;25,25
3242;D340101;KHA010674;2;193;A1;0;0;0;25,25
3243;D340101;KQH004664;2;193;A;1;1;0;25,25
3244;D340101;KQH010458;3;193;A;0,5;0,5;0;25,25
3245;D340101;KQH015506;3;193;A;0,5;0,5;0;25,25
3246;D340101;LNH004549;2;193;A;3,5;3,5;0;25,25
3247;D340101;LNH005988;4;193;A;0,5;0,5;0;25,25
3248;D340101;LNH008956;2;193;A;0,5;0,5;0;25,25
3249;D340101;SPH002771;3;193;A;0,5;0,5;0;25,25
3250;D340101;SPH005867;4;193;A;1,5;1,5;0;25,25
3251;D340101;SPH005974;3;193;A1;1,5;1,5;0;25,25
3252;D340101;SPH006688;4;193;A;0,5;0,5;0;25,25
3253;D340101;SPH015370;3;193;A;1;1;0;25,25
3254;D340101;SPH016270;2;193;A;1;1;0;25,25
3255;D340101;TDV001663;3;193;A;1;1;0;25,25
3256;D340101;TDV003004;3;193;A;0,5;0,5;0;25,25
3257;D340101;TDV007110;2;193;A;0,5;0,5;0;25,25
3258;D340101;TDV011725;1;193;A;0,5;0,5;0;25,25
3259;D340101;TDV012829;2;193;A;1;1;0;25,25
3260;D340101;TDV012974;2;193;A;0,5;0,5;0;25,25
3261;D340101;TDV032488;4;193;A;1;1;0;25,25
3262;D340101;TDV033919;3;193;A;1;1;0;25,25
3263;D340101;TDV034312;3;193;A;0,5;0,5;0;25,25
3264;D340101;THP001190;1;193;A;1;1;0;25,25
3265;D340101;THP007539;3;193;A;0,5;0,5;0;25,25
3266;D340101;THP010940;3;193;A;1;1;0;25,25
3267;D340101;THP015181;4;193;A;1;1;0;25,25
3268;D340101;THV000589;2;193;A;0,5;0,5;0;25,25
3269;D340101;THV013523;2;193;A;1,5;1,5;0;25,25
3270;D340101;TLA014284;2;193;A;1;1;0;25,25
3271;D340101;TND004109;4;193;A;1,5;1,5;0;25,25
3272;D340101;TND008395;3;193;A;1,5;1,5;0;25,25
3273;D340101;TND014433;4;193;A;1,5;1,5;0;25,25
3274;D340101;TND016875;3;193;A1;1;1;0;25,25
3275;D340101;TQU000432;2;193;A;3,5;3,5;0;25,25
3276;D340101;YTB006125;3;193;A;1;1;0;25,25
3277;D340101;YTB016206;4;193;B;1;1;0;25,25
3278;D340101;BKA002088;3;252;A;1;1;0;25
3279;D340101;BKA002296;3;252;A;1;1;0;25
3280;D340101;BKA003765;4;252;A;1;1;0;25
3281;D340101;BKA006149;1;252;D1;0,5;0,5;0;25
3282;D340101;BKA008208;2;252;A;1;1;0;25
3283;D340101;DCN005338;1;252;A;1;1;0;25
3284;D340101;HDT000520;4;252;A;0,5;0,5;0;25
3285;D340101;HDT000610;2;252;A;1;1;0;25
3286;D340101;HDT001814;3;252;A;1;1;0;25
3287;D340101;HDT002721;4;252;A;1;1;0;25
3288;D340101;HDT009229;3;252;A;1;1;0;25
3289;D340101;HDT010472;3;252;A;1,5;1,5;0;25
3290;D340101;HDT010475;3;252;A;1;1;0;25
3291;D340101;HDT010606;2;252;A;1;1;0;25
3292;D340101;HDT017598;3;252;A;3,5;3,5;0;25
3293;D340101;HDT025424;2;252;A;0,5;0,5;0;25
3294;D340101;HDT026730;2;252;A;0,5;0,5;0;25
3295;D340101;HDT028511;2;252;A;1;1;0;25
3296;D340101;HHA012513;3;252;A1;1,5;1,5;0;25
3297;D340101;HHA014629;4;252;A;0,5;0,5;0;25
3298;D340101;HVN002725;1;252;A;0,5;0,5;0;25
3299;D340101;HVN004999;4;252;A;1;1;0;25
3300;D340101;HVN005670;1;252;D1;1;1;0;25
3301;D340101;HVN008501;1;252;A1;1;1;0;25
3302;D340101;HVN011666;2;252;A;0;0;0;25
3303;D340101;HVN011986;2;252;A;1;1;0;25
3304;D340101;KHA002085;2;252;A;0;0;0;25
3305;D340101;KHA006773;4;252;A;1;1;0;25
3306;D340101;KHA007500;4;252;A;0;0;0;25
3307;D340101;KQH000263;3;252;A;1;1;0;25
3308;D340101;KQH000647;3;252;A1;1;1;0;25
3309;D340101;KQH001632;2;252;A;0,5;0,5;0;25
3310;D340101;KQH007880;2;252;A;0,5;0,5;0;25
3311;D340101;KQH010738;2;252;A;1;1;0;25
3312;D340101;KQH010943;2;252;A;0,5;0,5;0;25
3313;D340101;KQH015854;1;252;A;0,5;0,5;0;25
3314;D340101;LNH002156;3;252;A;3,5;3,5;0;25
3315;D340101;LNH002436;2;252;A;0,5;0,5;0;25
3316;D340101;SPH002447;4;252;A;1,5;1,5;0;25
3317;D340101;SPH002984;1;252;A;0,5;0,5;0;25
3318;D340101;SPH004951;1;252;A;0,5;0,5;0;25
3319;D340101;SPH010307;3;252;A;0;0;0;25
3320;D340101;SPH011215;1;252;A;0,5;0,5;0;25
3321;D340101;SPH011471;1;252;A;0;0;0;25
3322;D340101;SPH014457;4;252;A;1;1;0;25
3323;D340101;TDV007401;4;252;A;0,5;0,5;0;25
3324;D340101;TDV014532;3;252;A;1,5;1,5;0;25
3325;D340101;TDV016415;4;252;A;3;3;0;25
3326;D340101;TDV035472;2;252;B;2;2;0;25
3327;D340101;THP006627;4;252;A;1;1;0;25
3328;D340101;THP010213;4;252;A;1,5;1,5;0;25
3329;D340101;THP013012;1;252;A;1;1;0;25
3330;D340101;THV002552;3;252;A1;1,5;1,5;0;25
3331;D340101;THV004767;1;252;A;1,5;1,5;0;25
3332;D340101;THV008869;3;252;A;1,5;1,5;0;25
3333;D340101;THV010116;1;252;A;1,5;1,5;0;25
3334;D340101;THV011926;3;252;B;1,5;1,5;0;25
3335;D340101;TND010724;1;252;A;1,5;1,5;0;25
3336;D340101;TND013909;1;252;A;1,5;1,5;0;25
3337;D340101;TND014506;1;252;A;1,5;1,5;0;25
3338;D340101;TND014732;2;252;A;1,5;1,5;0;25
3339;D340101;TND015731;1;252;D1;1,5;1,5;0;25
3340;D340101;TND018581;2;252;A;1,5;1,5;0;25
3341;D340101;TND023615;2;252;A;1,5;1,5;0;25
3342;D340101;TND024593;2;252;A;1,5;1,5;0;25
3343;D340101;TND026653;3;252;A;3,5;3,5;0;25
3344;D340101;TQU000148;1;252;A;1,5;1,5;0;25
3345;D340101;YTB000837;3;252;A;1;1;0;25
3346;D340101;YTB004113;3;252;A;1;1;0;25
3347;D340101;YTB008484;1;252;A;1;1;0;25
3348;D340101;YTB009130;1;252;A;1;1;0;25
3349;D340101;YTB009958;2;252;A;1;1;0;25
3350;D340101;YTB014930;3;252;A;1;1;0;25
3351;D340101;YTB021706;2;252;B;0,5;0,5;0;25
3352;D340101;BKA001111;3;326;A;1;1;0;24,75
3353;D340101;BKA004205;2;326;A1;0,5;0,5;0;24,75
3354;D340101;BKA006551;3;326;A;1;1;0;24,75
3355;D340101;BKA007775;4;326;A;1;1;0;24,75
3356;D340101;BKA012444;3;326;A;1;1;0;24,75
3357;D340101;BKA012863;2;326;A;0,5;0,5;0;24,75
3358;D340101;BKA013218;1;326;A;1;1;0;24,75
3359;D340101;BKA014681;3;326;A;1;1;0;24,75
3360;D340101;DCN000243;3;326;A;1;1;0;24,75
3361;D340101;DCN006105;4;326;D1;1;1;0;24,75
3362;D340101;DCN009499;1;326;A;1;1;0;24,75
3363;D340101;HDT004922;4;326;B;1;1;0;24,75
3364;D340101;HDT007699;2;326;A;1;1;0;24,75
3365;D340101;HDT008162;2;326;A;2;2;0;24,75
3366;D340101;HDT012160;2;326;A;1,5;1,5;0;24,75
3367;D340101;HDT012331;3;326;A;1;1;0;24,75
3368;D340101;HDT012617;1;326;A;1,5;1,5;0;24,75
3369;D340101;HDT016749;2;326;A1;1,5;1,5;0;24,75
3370;D340101;HDT016894;2;326;A;1;1;0;24,75
3371;D340101;HDT017883;2;326;A;1,5;1,5;0;24,75
3372;D340101;HDT021391;1;326;A;1;1;0;24,75
3373;D340101;HDT028352;1;326;A;1,5;1,5;0;24,75
3374;D340101;HHA000293;3;326;A;0,5;0,5;0;24,75
3375;D340101;HHA000601;4;326;A;0;0;0;24,75
3376;D340101;HHA006276;2;326;A;0,5;0,5;0;24,75
3377;D340101;HHA010218;4;326;B;1;1;0;24,75
3378;D340101;HHA013795;4;326;A;0,5;0,5;0;24,75
3379;D340101;HVN002722;1;326;A;1;1;0;24,75
3380;D340101;HVN004176;2;326;A;1;1;0;24,75
3381;D340101;HVN004497;1;326;A;1;1;0;24,75
3382;D340101;HVN005100;3;326;A;1;1;0;24,75
3383;D340101;HVN012397;1;326;A;1;1;0;24,75
3384;D340101;KHA001674;4;326;D1;0,5;0,5;0;24,75
3385;D340101;KHA007084;3;326;A;1;1;0;24,75
3386;D340101;KHA007734;1;326;A;0,5;0,5;0;24,75
3387;D340101;KQH004132;2;326;A;1;1;0;24,75
3388;D340101;KQH006298;2;326;A;0,5;0,5;0;24,75
3389;D340101;KQH012598;2;326;A;1;1;0;24,75
3390;D340101;LNH005094;1;326;B;0,5;0,5;0;24,75
3391;D340101;LNH009981;3;326;D1;0,5;0,5;0;24,75
3392;D340101;SPH000163;1;326;D1;0,5;0,5;0;24,75
3393;D340101;SPH002967;1;326;A;0,5;0,5;0;24,75
3394;D340101;SPH016355;3;326;A;1;1;0;24,75
3395;D340101;SPH017289;3;326;A;0;0;0;24,75
3396;D340101;SPH019693;1;326;A;3,5;3,5;0;24,75
3397;D340101;TDV000967;3;326;D1;0,5;0,5;0;24,75
3398;D340101;TDV001252;1;326;A;1;1;0;24,75
3399;D340101;TDV011707;1;326;A;0,5;0,5;0;24,75
3400;D340101;TDV013077;1;326;A;0,5;0,5;0;24,75
3401;D340101;TDV021570;1;326;A;0,5;0,5;0;24,75
3402;D340101;TDV023914;4;326;B;0,5;0,5;0;24,75
3403;D340101;TDV024139;1;326;A;1;1;0;24,75
3404;D340101;TDV028061;2;326;D1;1;1;0;24,75
3405;D340101;TDV031232;4;326;D1;1,5;1,5;0;24,75
3406;D340101;THP003454;2;326;A;1;1;0;24,75
3407;D340101;THP003790;2;326;A;1;1;0;24,75
3408;D340101;THP005021;1;326;A;0,5;0,5;0;24,75
3409;D340101;THP005253;4;326;A;1;1;0;24,75
3410;D340101;THP005695;2;326;A;0,5;0,5;0;24,75
3411;D340101;THP006508;1;326;D1;1;1;0;24,75
3412;D340101;THP008332;1;326;A;1;1;0;24,75
3413;D340101;THP008954;4;326;A;1;1;0;24,75
3414;D340101;THP010887;2;326;A;0,5;0,5;0;24,75
3415;D340101;THP012135;3;326;A;0,5;0,5;0;24,75
3416;D340101;THP013361;3;326;D1;0,5;0,5;0;24,75
3417;D340101;THP013831;2;326;A;0,5;0,5;0;24,75
3418;D340101;THP014357;3;326;A;1;1;0;24,75
3419;D340101;THP015058;2;326;D1;1;1;0;24,75
3420;D340101;THP016616;4;326;A;1;1;0;24,75
3421;D340101;TLA003398;3;326;A;0;0;0;24,75
3422;D340101;TLA006089;1;326;A1;0,5;0,5;0;24,75
3423;D340101;TND004316;3;326;D1;3,5;3,5;0;24,75
3424;D340101;TND012832;4;326;D1;0,5;0,5;0;24,75
3425;D340101;TND018978;4;326;A;1,5;1,5;0;24,75
3426;D340101;TND029828;3;326;D1;3,5;3,5;0;24,75
3427;D340101;TQU003334;1;326;A;1,5;1,5;0;24,75
3428;D340101;TTB007199;3;326;A;3,5;3,5;0;24,75
3429;D340101;YTB005294;2;326;A;1;1;0;24,75
3430;D340101;YTB005887;3;326;A;1;1;0;24,75
3431;D340101;YTB006224;3;326;A;1;1;0;24,75
3432;D340101;YTB007690;4;326;D1;0,5;0,5;0;24,75
3433;D340101;YTB010516;2;326;A;1;1;0;24,75
3434;D340101;YTB013756;3;326;A;1;1;0;24,75
3435;D340101;YTB015294;4;326;A;1;1;0;24,75
3436;D340101;YTB015963;2;326;A;1;1;0;24,75
3437;D340101;YTB018133;2;326;A;1;1;0;24,75
3438;D340101;YTB018411;2;326;A;1;1;0;24,75
3439;D340101;YTB019192;2;326;A;1;1;0;24,75
3440;D340101;YTB022144;1;326;A;2;2;0;24,75
3441;D340101;YTB022549;4;326;A;1;1;0;24,75
3442;D340101;BKA001557;1;416;A;0,5;0,5;0;24,5
3443;D340101;BKA013233;2;416;A;0,5;0,5;0;24,5
3444;D340101;BKA013607;3;416;A;1;1;0;24,5
3445;D340101;DCN002064;4;416;A1;0,5;0,5;0;24,5
3446;D340101;DCN002382;1;416;A;1;1;0;24,5
3447;D340101;HDT001180;3;416;A;1;1;0;24,5
3448;D340101;HDT004707;2;416;A;1;1;0;24,5
3449;D340101;HDT005778;4;416;A;0,5;0,5;0;24,5
3450;D340101;HDT007575;2;416;A;1;1;0;24,5
3451;D340101;HDT008159;3;416;A;0,5;0,5;0;24,5
3452;D340101;HDT008658;3;416;A;1;1;0;24,5
3453;D340101;HDT009441;3;416;A;1;1;0;24,5
3454;D340101;HDT010811;3;416;A;0,5;0,5;0;24,5
3455;D340101;HDT011223;4;416;A;1;1;0;24,5
3456;D340101;HDT013199;1;416;A;1;1;0;24,5
3457;D340101;HDT017092;2;416;A;1,5;1,5;0;24,5
3458;D340101;HDT017323;1;416;A;1,5;1,5;0;24,5
3459;D340101;HDT020920;3;416;A;1;1;0;24,5
3460;D340101;HDT023874;1;416;A;1;1;0;24,5
3461;D340101;HHA007688;1;416;A;1,5;1,5;0;24,5
3462;D340101;HHA010575;3;416;A;1;1;0;24,5
3463;D340101;HHA016181;1;416;A;0,5;0,5;0;24,5
3464;D340101;HVN001313;1;416;A;1;1;0;24,5
3465;D340101;HVN003646;2;416;A;0;0;0;24,5
3466;D340101;HVN007251;2;416;A;1;1;0;24,5
3467;D340101;HVN007889;1;416;A;1;1;0;24,5
3468;D340101;HVN009351;2;416;A;0,5;0,5;0;24,5
3469;D340101;HVN010268;2;416;A;1;1;0;24,5
3470;D340101;HVN012016;4;416;A;1;1;0;24,5
3471;D340101;HVN012080;1;416;A;1;1;0;24,5
3472;D340101;KQH002508;3;416;A;1;1;0;24,5
3473;D340101;KQH005072;2;416;D1;1;1;0;24,5
3474;D340101;LNH007387;4;416;A;0,5;0,5;0;24,5
3475;D340101;LNH010085;1;416;A;3,5;3,5;0;24,5
3476;D340101;SPH003722;2;416;A;0,5;0,5;0;24,5
3477;D340101;SPH005573;4;416;A;1,5;1,5;0;24,5
3478;D340101;SPH009517;2;416;D1;1;1;0;24,5
3479;D340101;SPH013175;2;416;A;1;1;0;24,5
3480;D340101;SPH015716;2;416;A;1;1;0;24,5
3481;D340101;SPH016796;2;416;D1;0,5;0,5;0;24,5
3482;D340101;SPH017787;2;416;A;1;1;0;24,5
3483;D340101;TDV001379;2;416;A1;1,5;1,5;0;24,5
3484;D340101;TDV010804;2;416;A;1;1;0;24,5
3485;D340101;TDV018380;4;416;A;1,5;1,5;0;24,5
3486;D340101;TDV034067;1;416;A;0,5;0,5;0;24,5
3487;D340101;TDV036512;4;416;A;1;1;0;24,5
3488;D340101;THP001094;2;416;A;0,5;0,5;0;24,5
3489;D340101;THP004238;1;416;A;1;1;0;24,5
3490;D340101;THP012504;1;416;A;0,5;0,5;0;24,5
3491;D340101;THP013531;3;416;D1;0,5;0,5;0;24,5
3492;D340101;THP013573;1;416;A;0,5;0,5;0;24,5
3493;D340101;THP015341;2;416;A;0,5;0,5;0;24,5
3494;D340101;THP017087;2;416;A;1;1;0;24,5
3495;D340101;THV002274;1;416;A;0,5;0,5;0;24,5
3496;D340101;THV002313;2;416;A1;1,5;1,5;0;24,5
3497;D340101;THV002967;4;416;A;1,5;1,5;0;24,5
3498;D340101;THV005957;1;416;A1;1,5;1,5;0;24,5
3499;D340101;TLA003052;4;416;A;1;1;0;24,5
3500;D340101;TLA007386;1;416;A;0;0;0;24,5
3501;D340101;TLA012716;3;416;A;0;0;0;24,5
3502;D340101;TLA015523;3;416;A;0;0;0;24,5
3503;D340101;TND001522;2;416;A;1,5;1,5;0;24,5
3504;D340101;TND008819;2;416;A;3,5;3,5;0;24,5
3505;D340101;TND012830;2;416;A;1,5;1,5;0;24,5
3506;D340101;TND018182;4;416;A;1,5;1,5;0;24,5
3507;D340101;TND018208;1;416;A;1,5;1,5;0;24,5
3508;D340101;TND021352;1;416;A;3,5;3,5;0;24,5
3509;D340101;TND021383;1;416;A;1,5;1,5;0;24,5
3510;D340101;TND022484;2;416;A;3,5;3,5;0;24,5
3511;D340101;TND026468;1;416;A;1,5;1,5;0;24,5
3512;D340101;TND029455;4;416;A;1,5;1,5;0;24,5
3513;D340101;YTB006635;2;416;A;1;1;0;24,5
3514;D340101;YTB008177;3;416;A1;0,5;0,5;0;24,5
3515;D340101;YTB014519;1;416;A;1;1;0;24,5
3516;D340101;YTB016977;1;416;A;0,5;0,5;0;24,5
3517;D340101;YTB017513;2;416;A;0,5;0,5;0;24,5
3518;D340101;YTB019405;3;416;A;1;1;0;24,5
3519;D340101;BKA002562;1;493;A;0,5;0,5;0;24,25
3520;D340101;BKA007156;1;493;A;1;1;0;24,25
3521;D340101;BKA007965;4;493;A;0,5;0,5;0;24,25
3522;D340101;BKA012363;2;493;A;0;0;0;24,25
3523;D340101;DCN010175;2;493;A;0,5;0,5;0;24,25
3524;D340101;DCN012680;1;493;A;0,5;0,5;0;24,25
3525;D340101;HDT002497;3;493;A1;1;1;0;24,25
3526;D340101;HDT003980;4;493;A;1;1;0;24,25
3527;D340101;HDT005776;1;493;A;1;1;0;24,25
3528;D340101;HDT006959;2;493;A;1;1;0;24,25
3529;D340101;HDT008384;3;493;A;1;1;0;24,25
3530;D340101;HDT012134;3;493;A;1;1;0;24,25
3531;D340101;HDT013185;2;493;A;1;1;0;24,25
3532;D340101;HDT013781;1;493;D1;0,5;0,5;0;24,25
3533;D340101;HDT015003;3;493;A;1;1;0;24,25
3534;D340101;HDT017362;3;493;A;1;1;0;24,25
3535;D340101;HDT017912;3;493;A;1;1;0;24,25
3536;D340101;HDT027404;2;493;D1;0,5;0,5;0;24,25
3537;D340101;HDT029500;1;493;A;1;1;0;24,25
3538;D340101;HHA008908;2;493;A;0,5;0,5;0;24,25
3539;D340101;HHA010368;2;493;A;1;1;0;24,25
3540;D340101;HHA014067;2;493;A;1,5;1,5;0;24,25
3541;D340101;HVN005148;2;493;A;1;1;0;24,25
3542;D340101;HVN011600;3;493;A1;1;1;0;24,25
3543;D340101;HVN012285;1;493;A;1;1;0;24,25
3544;D340101;KHA001912;2;493;A;1;1;0;24,25
3545;D340101;KHA005632;2;493;A;0,5;0,5;0;24,25
3546;D340101;KQH004650;1;493;A;1;1;0;24,25
3547;D340101;KQH006518;1;493;A;0,5;0,5;0;24,25
3548;D340101;KQH007455;2;493;A;0,5;0,5;0;24,25
3549;D340101;KQH007553;4;493;D1;1,5;1,5;0;24,25
3550;D340101;SPH006903;3;493;A;0;0;0;24,25
3551;D340101;SPH006980;3;493;A;1;1;0;24,25
3552;D340101;SPH011594;3;493;A;1;1;0;24,25
3553;D340101;SPH013525;1;493;A;1;1;0;24,25
3554;D340101;SPH014741;4;493;A;0,5;0,5;0;24,25
3555;D340101;SPH019680;2;493;A;1;1;0;24,25
3556;D340101;TDV009073;2;493;A;1,5;1,5;0;24,25
3557;D340101;TDV016693;3;493;A;0,5;0,5;0;24,25
3558;D340101;TDV021309;1;493;A1;1;1;0;24,25
3559;D340101;TDV028323;3;493;A;1;1;0;24,25
3560;D340101;TDV033261;2;493;D1;0,5;0,5;0;24,25
3561;D340101;THP000542;1;493;A;0,5;0,5;0;24,25
3562;D340101;THP001131;2;493;A;1;1;0;24,25
3563;D340101;THP003437;3;493;A;1;1;0;24,25
3564;D340101;THP003807;3;493;A;1;1;0;24,25
3565;D340101;THP006862;3;493;A;1;1;0;24,25
3566;D340101;THP007019;4;493;A;1;1;0;24,25
3567;D340101;THP008429;4;493;A;1;1;0;24,25
3568;D340101;THP011170;2;493;D1;1;1;0;24,25
3569;D340101;THP014410;3;493;A;0,5;0,5;0;24,25
3570;D340101;THP017014;2;493;A;1;1;0;24,25
3571;D340101;THV002803;1;493;B;1,5;1,5;0;24,25
3572;D340101;THV005555;2;493;A;3,5;3,5;0;24,25
3573;D340101;THV006865;1;493;A;1,5;1,5;0;24,25
3574;D340101;THV009566;2;493;A;0,5;0,5;0;24,25
3575;D340101;THV011159;1;493;A;1,5;1,5;0;24,25
3576;D340101;TLA001495;2;493;A;1;1;0;24,25
3577;D340101;TLA011035;1;493;A;1;1;0;24,25
3578;D340101;TLA011899;3;493;A;0;0;0;24,25
3579;D340101;TLA013424;2;493;D1;0,5;0,5;0;24,25
3580;D340101;TND008673;4;493;A1;3,5;3,5;0;24,25
3581;D340101;TND009774;3;493;A;1,5;1,5;0;24,25
3582;D340101;TND019140;2;493;A;1,5;1,5;0;24,25
3583;D340101;TND019248;3;493;A;3,5;3,5;0;24,25
3584;D340101;TND023165;3;493;A1;1,5;1,5;0;24,25
3585;D340101;TND027574;1;493;A;1,5;1,5;0;24,25
3586;D340101;TQU004500;1;493;D1;1,5;1,5;0;24,25
3587;D340101;YTB000098;4;493;A;1;1;0;24,25
3588;D340101;YTB000440;1;493;A;1;1;0;24,25
3589;D340101;YTB001039;4;493;A;1;1;0;24,25
3590;D340101;YTB002161;1;493;A;0,5;0,5;0;24,25
3591;D340101;YTB007594;4;493;A;1;1;0;24,25
3592;D340101;YTB008366;3;493;A;1;1;0;24,25
3593;D340101;YTB009636;1;493;A;0,5;0,5;0;24,25
3594;D340101;YTB012741;4;493;A;1;1;0;24,25
3595;D340101;YTB013664;3;493;B;0,5;0,5;0;24,25
3596;D340101;YTB016485;2;493;A;1;1;0;24,25
